label,clickTime,conversionTime,creativeID,userID,positionID,connectionType,telecomsOperator
0,170001,,784,1460381,5347,2,1
0,170001,,4432,1660207,4657,1,2
0,170001,,376,192113,2579,1,2
0,170001,,1543,2110276,2579,1,3
0,170001,,2438,1500776,2868,1,1
0,170001,,3305,2239216,4543,1,2
0,170001,,1887,2579331,3688,1,2
0,170001,,4465,1385881,3688,1,3
0,170001,,3293,2111534,6161,1,3
0,170001,,5336,1746857,3322,1,3
0,170001,,3745,1933623,7563,1,3
0,170001,,3465,437696,5013,1,3
0,170001,,1615,1070541,1842,1,2
0,170001,,4250,1310358,3150,2,1
0,170001,,177,2016515,2579,1,2
0,170001,,3465,744992,3789,2,1
0,170001,,2849,726374,3322,1,3
0,170001,,1551,380110,3322,1,3
0,170001,,2137,703961,2579,1,1
0,170001,,198,1967394,2150,1,1
0,170001,,3465,524948,1192,1,1
0,170001,,2537,2673994,2579,1,3
0,170001,,5588,177630,2150,1,1
0,170001,,72,491092,2150,1,1
0,170001,,2537,1211134,2579,1,1
0,170001,,1087,314887,1876,1,1
0,170001,,1456,27376,985,2,1
0,170001,,1087,28778,171,1,1
0,170001,,2764,233106,977,2,3
0,170001,,5030,1121798,2150,1,1
0,170001,,5736,220229,3322,1,0
0,170001,,1087,2099158,3347,1,3
0,170001,,1004,945927,1385,1,1
0,170001,,2808,7631,249,1,1
0,170001,,198,1687678,2150,1,1
0,170001,,3575,2326331,1638,2,3
0,170001,,5531,1419804,877,2,3
0,170001,,177,2016515,2579,1,2
0,170001,,2137,1951154,2579,1,1
0,170001,,3444,70120,2579,1,1
0,170001,,2137,1543482,2579,1,1
0,170001,,2137,2469233,2579,1,1
0,170001,,4250,1992311,103,2,1
0,170001,,2137,1951154,2579,1,1
0,170001,,3075,2251985,5648,1,1
0,170001,,1259,1691229,3347,1,1
0,170001,,4465,2221667,103,2,1
0,170002,,2438,973311,7059,3,1
0,170002,,1887,2074883,6349,1,1
0,170002,,4465,2380178,4501,4,1
0,170002,,72,2230489,2150,1,1
0,170002,,2137,2190383,2579,1,3
0,170002,,784,67832,2303,2,1
0,170002,,2374,1912094,7619,2,1
0,170002,,2137,2516894,2579,1,3
0,170002,,2137,1943370,2579,1,2
0,170002,,1456,791514,3150,2,1
0,170002,,2764,2705118,6417,3,3
0,170002,,3531,2371744,3347,2,1
0,170002,,6567,172305,2579,2,1
0,170002,,4503,2604239,3322,1,2
0,170002,,5588,1413094,2150,1,1
0,170002,,3480,2429199,2579,2,1
0,170002,,4250,2346583,6086,4,3
0,170002,,2137,703961,2579,1,1
0,170002,,2374,1517228,3322,1,3
0,170002,,3497,593642,1385,1,1
0,170002,,2122,424700,7149,1,3
0,170002,,369,1134695,5290,1,2
1,170002,181031.0,2137,1605739,2579,1,3
0,170002,,4432,184894,3748,2,2
0,170002,,3234,1876358,145,1,2
0,170002,,2522,987366,322,1,1
0,170002,,6036,1000722,7590,1,1
0,170002,,5030,1033158,2150,1,1
0,170002,,1456,1078493,5090,0,1
0,170002,,5187,99350,4455,2,1
0,170002,,4465,653590,7434,4,1
0,170002,,2438,1110850,7059,1,1
0,170002,,1456,1701985,7434,1,3
0,170002,,1887,2251170,4455,1,2
0,170002,,6036,2218710,3688,1,3
0,170002,,3739,1510386,877,1,1
0,170002,,5610,1714808,6774,1,1
0,170002,,4250,2147981,6919,2,1
0,170002,,72,517695,2150,1,1
0,170002,,3745,666160,7563,1,1
0,170002,,5187,1015541,990,1,1
0,170002,,726,1530657,2150,1,1
1,170002,181025.0,1887,872565,5188,1,1
0,170002,,6440,1156830,846,1,1
0,170002,,2537,536589,2579,1,0
0,170002,,1456,1163528,990,2,3
0,170002,,2137,2516894,2579,1,3
0,170002,,4250,2582643,7135,1,1
0,170002,,5187,267236,877,2,1
1,170002,181031.0,2137,2531543,2579,1,3
0,170002,,2739,615019,2579,1,0
0,170002,,2982,76934,6417,3,1
0,170002,,3075,1635531,963,1,1
0,170002,,2137,2531543,2579,1,3
0,170002,,2849,940442,3322,1,3
0,170002,,2537,418915,2579,1,1
0,170002,,1675,1631214,1192,1,3
0,170002,,4444,1415339,750,1,1
0,170002,,5187,347616,6086,1,1
0,170002,,2438,843890,1400,1,2
0,170002,,4503,728005,3322,1,2
0,170002,,3293,2194483,171,1,3
0,170002,,5949,2106781,6161,1,2
0,170002,,4465,46193,4292,1,1
0,170002,,376,411145,2579,1,3
0,170002,,2537,2706352,2579,1,2
0,170002,,4432,1594290,1192,1,2
0,170002,,1675,2589782,4543,2,1
0,170002,,1456,211211,3150,3,1
0,170002,,5030,30133,2150,1,1
0,170002,,1456,119100,4657,1,1
0,170002,,1456,1525174,4657,1,3
0,170002,,3465,2016881,7434,1,1
0,170002,,4465,1750769,6315,2,3
0,170002,,3293,404634,3347,1,1
0,170002,,1675,704494,2122,2,1
0,170002,,1546,89642,3322,1,2
0,170002,,1456,2764109,990,2,1
0,170002,,3465,1795051,990,2,1
0,170002,,1456,1423615,4501,0,1
0,170002,,4465,2425211,4310,1,2
0,170002,,3305,2346584,3792,1,2
0,170002,,6440,1222519,4995,2,1
0,170002,,4432,2706590,4455,2,1
0,170002,,2764,1911878,3851,2,1
0,170002,,3780,1823771,6539,1,2
0,170002,,6569,1675831,1385,1,1
0,170002,,2537,1159150,2579,1,2
0,170002,,376,411145,2579,1,3
1,170002,181028.0,2137,1894874,2579,1,2
0,170002,,4465,147946,5013,1,1
0,170002,,376,890523,2579,1,1
0,170002,,5186,1071934,2235,2,1
0,170002,,3745,2523893,7563,1,3
0,170002,,72,1925040,2150,1,2
0,170002,,5186,937729,2303,2,2
0,170002,,2004,734150,3322,1,3
0,170002,,5588,2104102,2150,1,1
0,170002,,1456,209522,3688,1,1
0,170002,,4444,953742,7563,1,3
0,170002,,689,2482162,3322,1,0
0,170002,,2137,582911,2579,1,2
0,170002,,3234,292174,6213,1,1
0,170002,,4700,2140713,3615,1,3
0,170002,,5336,2227422,3322,1,1
0,170002,,1543,1252216,2579,1,3
0,170002,,1456,423716,4250,1,1
0,170002,,739,1961132,6086,2,3
0,170002,,2764,2059491,3178,1,2
0,170002,,4250,1459921,6667,1,1
0,170002,,997,2534624,3498,1,2
0,170002,,3444,2732290,2579,1,2
0,170002,,2522,1034891,4703,1,3
0,170002,,198,2334860,2150,1,1
0,170002,,5030,750179,2150,1,3
0,170002,,4793,2502847,3347,1,3
0,170002,,1546,1027713,3322,2,3
0,170002,,1293,1274773,3322,1,2
0,170002,,1456,2750578,6086,1,3
0,170002,,5176,1334462,7422,2,1
0,170002,,5588,2756671,2150,1,3
0,170002,,5187,347078,2426,2,1
0,170002,,5030,1293291,2150,1,3
0,170002,,3465,2042960,877,1,2
0,170002,,3465,590888,7434,1,3
0,170002,,376,2750200,2579,1,2
0,170002,,1087,1022236,3307,1,1
0,170002,,5187,1363189,2426,2,1
0,170002,,177,1311446,2579,1,2
0,170002,,2537,2798099,2579,1,1
1,170002,170010.0,1546,1466402,3322,1,3
0,170002,,921,2591487,3322,1,2
0,170002,,3458,1965310,3322,1,2
0,170002,,177,2176244,2579,1,2
0,170002,,2137,1058214,2579,1,2
0,170002,,4335,1797266,4563,1,3
0,170002,,1543,2607174,2579,1,3
0,170002,,4465,1040607,2185,1,1
0,170002,,2137,1605739,2579,1,3
0,170002,,4465,631522,7366,1,1
0,170002,,5187,2107348,5510,1,3
0,170002,,6233,878762,3322,1,1
0,170002,,3557,2426060,1258,1,1
0,170002,,6368,1378195,1506,1,1
0,170002,,2374,1802276,7619,1,2
0,170002,,376,15589,2579,1,3
0,170002,,2137,582911,2579,1,2
0,170002,,1456,2246760,990,1,3
0,170002,,376,2282479,2579,1,2
0,170002,,2137,1411484,2579,1,2
0,170002,,2537,666529,2579,1,1
0,170002,,2537,1690907,2579,1,1
0,170002,,2537,1690907,2579,1,1
0,170002,,4169,2125144,3600,1,1
0,170002,,6440,1315555,846,1,1
0,170002,,2137,2531543,2579,1,3
0,170002,,2137,2221177,2579,1,1
0,170002,,1456,1407368,4657,1,1
0,170002,,3293,546229,5347,1,3
0,170002,,1456,602745,1114,1,1
0,170002,,5187,495217,5701,2,3
0,170002,,4250,66508,4455,4,2
0,170002,,2137,1281151,2579,1,2
0,170002,,5588,1456058,2150,1,1
0,170002,,5342,2529146,3059,2,1
0,170002,,2982,1635427,4867,2,1
0,170002,,726,991139,2150,1,1
0,170002,,1293,906107,3322,1,2
0,170002,,198,1359836,2150,1,1
0,170003,,1887,2438658,3789,1,3
0,170003,,4978,1554806,3322,1,0
0,170003,,4793,1569237,7563,1,1
0,170003,,3305,992319,3373,1,2
0,170003,,376,1320407,2579,1,1
0,170003,,3093,309711,1400,1,1
0,170003,,2137,2594342,2579,1,3
0,170003,,5176,1811632,750,1,1
0,170003,,1456,2032212,5643,4,3
0,170003,,726,950445,2150,1,1
0,170003,,2137,902557,2579,1,1
0,170003,,3305,1781284,580,1,1
0,170003,,2736,1355446,3347,2,1
0,170003,,1456,1242005,3789,3,1
0,170003,,1456,2321880,4250,1,1
0,170003,,2849,1089222,3322,1,0
0,170003,,3465,1639479,3789,2,1
0,170003,,2764,2033341,110,1,1
0,170003,,4250,1520680,5262,3,1
0,170003,,4465,2715726,3688,1,1
0,170003,,2235,779053,3678,1,1
0,170003,,4250,2450253,2831,2,1
0,170003,,5588,1406850,2150,1,2
0,170003,,6387,2104549,977,1,1
0,170003,,3745,348716,6161,1,1
0,170003,,3465,1006484,2891,1,1
0,170003,,1456,1129238,6667,1,3
1,170003,170015.0,1971,19221,3322,3,1
0,170003,,4250,536527,2891,1,1
0,170003,,2849,2603269,3322,1,1
0,170003,,2122,619469,3365,2,1
0,170003,,3875,284967,2579,1,3
0,170003,,3465,647506,3150,1,1
0,170003,,1675,1765267,3789,1,1
0,170003,,615,1368202,2150,1,3
0,170003,,5030,1355905,2150,1,3
0,170003,,2137,2348900,2579,1,3
0,170003,,4465,2112922,5013,1,1
0,170003,,3458,1965310,3322,1,2
0,170003,,5187,1458118,3688,1,1
0,170003,,5588,315360,2150,1,1
0,170003,,6411,375759,4177,1,3
0,170003,,2537,334526,2579,1,0
0,170003,,3305,58143,1960,1,3
0,170003,,5187,717915,985,1,3
0,170003,,2764,1270332,7350,1,1
0,170003,,1087,2196686,3498,1,0
0,170003,,985,980644,3678,2,1
0,170003,,2137,2348900,2579,1,3
0,170003,,5187,914620,5643,1,3
0,170003,,6490,145639,842,1,1
0,170003,,615,2609346,2150,1,3
0,170003,,198,77013,2150,1,0
0,170003,,5187,51974,5875,1,1
0,170003,,6036,936643,4250,1,1
0,170003,,2537,1474751,2579,1,2
0,170003,,3465,1139087,6086,1,3
0,170003,,6440,2014302,4552,1,1
0,170003,,5187,2481825,3688,2,1
0,170003,,1456,592273,1431,2,1
0,170003,,5886,49463,2150,1,2
0,170003,,2321,1461739,3322,1,2
0,170003,,1887,1624811,5971,1,1
0,170003,,2849,2535883,3322,1,3
0,170003,,3293,2571672,7563,1,1
0,170003,,1259,654094,7563,1,3
0,170003,,2982,854411,4867,1,3
0,170003,,3875,284967,2579,1,3
0,170003,,5187,2643825,4250,1,1
0,170003,,1259,1885062,7563,1,3
0,170003,,2137,2594342,2579,1,3
0,170003,,726,2401990,2150,1,1
0,170003,,5187,1660214,1923,2,1
0,170003,,72,2304243,2150,1,1
0,170003,,3465,1367593,5976,1,1
0,170003,,985,1592,977,1,1
0,170003,,1259,1856194,3600,1,1
0,170003,,2137,1969708,2579,1,3
0,170003,,3444,2139818,2579,1,2
0,170003,,2137,2348900,2579,1,3
0,170003,,4079,146731,6539,1,1
0,170003,,1607,1485546,3322,1,2
0,170003,,4169,1205340,3600,1,1
0,170003,,4444,1141038,6161,1,1
1,170003,181030.0,2137,2629770,2579,1,3
0,170003,,1087,1168304,750,1,1
0,170003,,2137,215742,2579,1,2
0,170003,,4465,1523739,6667,2,1
0,170003,,4432,2644411,6086,1,3
0,170003,,4465,2029185,6086,1,1
0,170003,,72,1644997,2150,1,0
0,170003,,2374,956707,3322,1,2
0,170003,,1456,303266,5971,2,1
0,170003,,4465,1998689,3150,1,1
0,170003,,2137,1969708,2579,1,3
0,170003,,177,1257910,3284,1,2
0,170003,,3518,2502353,4564,1,1
0,170003,,3093,443445,1389,1,1
0,170003,,5187,2211404,2831,1,1
1,170003,181027.0,2137,95116,2579,1,2
0,170003,,1456,992094,3789,2,1
0,170003,,4465,334695,2931,1,1
0,170003,,4444,2572601,5140,2,1
0,170003,,2137,1672595,2579,1,1
0,170003,,2808,210611,4925,1,2
0,170003,,5404,504993,3322,1,1
0,170003,,6036,515233,2415,1,1
0,170003,,784,1550070,7563,2,3
0,170003,,2137,1924389,2579,1,2
0,170003,,4432,1136915,877,1,2
0,170003,,1675,2250370,2931,1,1
0,170003,,2137,1969708,2579,1,3
0,170003,,2764,992097,4867,1,1
0,170003,,1087,152689,3347,1,1
0,170003,,3075,294343,5347,2,3
0,170003,,4511,2310489,3322,1,2
0,170003,,4882,2791598,6336,1,1
0,170003,,4432,998159,3688,1,1
0,170003,,1456,1129010,1153,2,1
0,170003,,5187,912560,5875,1,2
0,170003,,2137,2540658,2579,1,1
0,170003,,6036,403809,2931,1,1
0,170003,,2982,13379,4867,2,1
0,170003,,5030,2297024,2150,1,1
0,170003,,1456,308022,5701,3,1
0,170003,,4465,33549,2426,2,1
0,170003,,3780,1938380,5352,1,1
0,170003,,3093,1662301,2340,1,3
0,170003,,5588,1986612,2150,1,3
0,170003,,5030,1024796,2150,1,2
0,170003,,2137,215742,2579,1,2
0,170003,,2537,2151561,2579,1,1
0,170003,,1456,171146,4250,1,3
0,170003,,5495,505199,6120,1,1
0,170003,,3884,1475962,4522,1,1
0,170003,,2137,1830911,2579,1,2
0,170003,,4465,429276,7477,1,2
0,170003,,3093,375245,1400,1,1
0,170003,,4079,1821171,4896,1,1
0,170003,,5186,2698370,337,2,1
0,170003,,6555,1712397,3322,1,2
0,170003,,788,2685180,4292,2,3
0,170003,,198,541375,2150,1,2
0,170003,,5336,2358497,3322,1,2
0,170003,,5186,1522198,3347,1,1
0,170003,,2137,978095,2579,1,2
0,170003,,5588,2395429,2150,1,1
0,170003,,1456,744452,5971,2,1
0,170003,,369,1984263,5290,1,2
0,170003,,6490,2570173,6161,2,1
0,170003,,369,1412721,3283,1,1
0,170003,,5336,2358497,3322,1,2
0,170003,,376,2509328,2579,1,1
0,170003,,198,1852065,2150,1,3
0,170003,,5943,359041,2092,1,1
0,170003,,5886,1266221,2150,1,1
0,170003,,4067,119897,2579,1,2
0,170003,,2137,1727831,2579,1,3
0,170003,,3531,1806163,4077,1,0
0,170003,,5147,1465999,1842,1,2
0,170003,,177,1242511,3284,1,2
0,170003,,2537,2151561,2579,1,1
0,170003,,5187,2776296,5013,1,1
0,170003,,3465,2089119,7434,1,1
0,170003,,5187,1457757,3725,1,1
0,170003,,177,2751021,2579,1,2
0,170003,,1087,2355094,3347,1,1
0,170003,,376,2509328,2579,1,1
0,170003,,2137,1545728,2579,1,2
0,170003,,4793,1045013,7563,1,1
0,170003,,4637,296513,2579,1,2
0,170003,,4067,1310733,2579,1,3
0,170003,,3353,2242127,2579,1,1
0,170003,,4067,1310733,2579,1,3
0,170003,,2137,978095,2579,1,2
0,170003,,4793,1823771,2303,1,2
0,170003,,3497,1803408,4867,1,3
0,170003,,5030,2751963,2150,1,3
0,170003,,4067,1310733,2579,1,3
0,170003,,3745,2285649,7422,2,2
0,170003,,1486,2747402,877,1,1
1,170003,170005.0,2671,2583712,485,1,1
0,170003,,6440,280628,2299,1,1
0,170003,,6440,2409989,2299,1,1
0,170003,,4250,1816034,6086,1,3
0,170003,,2849,700747,3322,1,1
0,170004,,177,1945051,2579,1,2
0,170004,,1456,1400203,6772,1,3
0,170004,,2137,1524565,2579,1,2
0,170004,,1259,61259,7563,1,1
0,170004,,4169,376832,7563,1,2
0,170004,,144,1064089,249,1,1
0,170004,,3075,1444634,5027,2,3
0,170004,,72,485720,2150,1,1
0,170004,,2438,812214,7605,1,1
0,170004,,2537,2151561,2579,1,1
0,170004,,376,1548848,2579,1,3
1,170004,181027.0,376,706161,2579,1,2
0,170004,,1887,1565386,3792,1,2
0,170004,,3531,2472762,1143,2,1
0,170004,,4301,1040843,1451,1,3
0,170004,,72,441649,2150,1,2
0,170004,,2137,95116,2579,1,2
0,170004,,1887,2047681,4455,1,1
0,170004,,4465,1048315,6802,3,1
0,170004,,2537,2462412,2579,1,2
0,170004,,4465,2363859,7511,1,1
0,170004,,3745,1730700,6499,1,2
0,170004,,376,1548848,2579,1,3
0,170004,,3444,2729749,2579,1,3
0,170004,,4465,877886,6118,4,1
0,170004,,2537,2462412,2579,1,2
0,170004,,4465,2585823,5510,1,3
0,170004,,1456,1593010,5465,1,1
0,170004,,3745,1152708,3347,1,3
0,170004,,3075,1605597,2303,1,1
0,170004,,2137,1214910,2579,1,2
0,170004,,3465,292325,2891,1,3
0,170004,,4757,1302736,4896,1,1
0,170004,,1456,1237754,7366,1,1
0,170004,,2438,1408781,2590,1,1
0,170004,,72,1976236,2150,1,1
0,170004,,376,1193534,2579,1,1
0,170004,,5187,2680406,1923,1,1
0,170004,,5187,393144,7028,1,1
0,170004,,3745,2292298,7563,2,1
0,170004,,2137,2501099,2579,1,1
0,170004,,615,1204829,2150,1,2
0,170004,,2137,2483204,2579,1,1
0,170004,,2764,2504950,2771,1,1
0,170004,,2137,21756,2579,1,2
0,170004,,6036,1514418,2415,1,1
0,170004,,2277,1422774,4896,1,1
0,170004,,726,1583359,2150,1,1
0,170004,,5186,386462,3347,1,1
0,170004,,4432,1974260,3150,1,1
0,170004,,1456,1062453,4657,1,2
0,170004,,1617,2241060,7265,1,2
0,170004,,1675,591988,1942,1,1
0,170004,,3293,2149545,3307,1,3
